Date,Rented Bike Count,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,month
20/05/2018,2143,16,22.2,23.0,2.2,2000,0.0,1.66,0.0,0.0,Spring,No Holiday,Yes,5
18/04/2018,1003,22,11.3,42.0,1.6,1189,-1.1,0.0,0.0,0.0,Spring,No Holiday,Yes,4
29/10/2018,1069,16,11.3,41.0,3.6,2000,-1.4,0.94,0.0,0.0,Autumn,No Holiday,Yes,10
18/05/2018,22,4,18.1,98.0,1.7,223,17.7,0.0,1.0,0.0,Spring,No Holiday,Yes,5
08/07/2018,787,9,20.8,51.0,1.5,1973,10.2,1.65,0.0,0.0,Summer,No Holiday,Yes,7
02/01/2018,208,10,-1.4,50.0,1.9,1355,-10.5,0.38,0.0,0.0,Winter,No Holiday,Yes,1
10/05/2018,0,11,18.3,51.0,3.1,1015,7.9,2.84,0.0,0.0,Spring,No Holiday,No,5
27/08/2018,148,11,22.0,96.0,1.7666666666666668,602,21.3,0.36,0.5,0.0,Summer,No Holiday,Yes,8
15/06/2018,1461,15,26.7,40.0,1.6,1995,11.9,2.42,0.0,0.0,Summer,No Holiday,Yes,6
26/09/2018,2170,15,24.7,35.0,1.2,2000,8.1,2.28,0.0,0.0,Autumn,No Holiday,Yes,9
10/03/2018,305,1,2.0,75.0,1.0,658,-1.9,0.0,0.0,0.0,Spring,No Holiday,Yes,3
29/11/2018,792,21,3.8,55.0,1.2,1231,-4.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,11
15/05/2018,1458,16,28.8,37.0,2.4,1629,12.6,1.44,0.0,0.0,Spring,No Holiday,Yes,5
29/04/2018,1060,11,13.85056874437013,28.0,2.0,1695,0.5,2.79,0.0,0.0,Spring,No Holiday,Yes,4
08/01/2018,303,13,3.0,32.0,1.6,1518,-12.1,0.38,0.0,0.0,Winter,No Holiday,Yes,1
11/08/2018,759,12,33.2,50.0,2.3,2000,21.3,2.84,0.0,0.0,Summer,No Holiday,Yes,8
27/07/2018,371,3,27.6,80.0,1.0333333333333334,929,23.8,0.0,0.0,0.0,Summer,No Holiday,Yes,7
18/12/2017,128,23,0.1,81.0,0.6333333333333333,551,-2.7,0.0,0.0,2.6,Winter,No Holiday,Yes,12
15/05/2018,1958,20,26.3,53.0,1.0,908,15.9,0.0,0.0,0.0,Spring,No Holiday,Yes,5
10/05/2018,0,7,12.1,71.0,0.9,876,6.9,0.34,0.0,0.0,Spring,No Holiday,No,5
05/10/2018,223,5,17.6,57.0,1.1,2000,8.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,10
05/02/2018,37,5,1.7478298914267807,45.0,2.4,2000,-21.1,0.0,0.0,0.0,Winter,No Holiday,Yes,2
22/10/2018,253,2,8.94549821549684,57.0,0.2,1837,2.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,10
15/06/2018,2337,21,21.4,54.0,1.5,2000,11.6,0.0,0.0,0.0,Summer,No Holiday,Yes,6
12/05/2018,70,5,15.0,61.0,1.2,903,7.5,0.0,0.0,0.0,Spring,No Holiday,Yes,5
09/10/2018,0,9,8.011805770697993,57.0,1.2,1838,4.4,0.55,0.0,0.0,Autumn,Holiday,No,10
02/01/2018,69,2,-2.3,62.0,0.9,1560,-8.6,0.0,0.0,0.0,Winter,No Holiday,Yes,1
18/10/2018,1132,12,16.8,50.0,1.6,2000,6.3,1.94,0.0,0.0,Autumn,No Holiday,Yes,10
29/12/2017,363,12,0.247842261403925,62.0,1.6,472,-2.3,0.52,0.0,0.0,Winter,No Holiday,Yes,12
03/06/2018,2514,19,27.4,29.0,2.4,2000,7.7,0.5,0.0,0.0,Summer,No Holiday,Yes,6
14/09/2018,1456,7,20.5,76.0,1.3,2000,16.1,0.06,0.0,0.0,Autumn,No Holiday,Yes,9
11/06/2018,1204,12,23.2,52.0,1.2,2000,12.7,0.82,0.0,0.0,Summer,No Holiday,Yes,6
18/12/2017,38,2,-5.0,65.0,0.4,990,-10.5,0.0,0.0,0.2,Winter,No Holiday,Yes,12
17/04/2018,164,3,7.8,49.0,1.0,1975,-2.2,0.0,0.0,0.0,Spring,No Holiday,Yes,4
09/03/2018,361,10,4.8,54.0,1.3,1921,-3.7,0.78,0.0,0.0,Spring,No Holiday,Yes,3
19/04/2018,1198,16,19.8,25.0,4.4,1132,-0.8,2.02,0.0,0.0,Spring,No Holiday,Yes,4
22/04/2018,826,0,15.9,35.0,0.3,1995,0.4,0.0,0.0,0.0,Spring,No Holiday,Yes,4
12/04/2018,1142,22,13.5,15.0,2.2,2000,-12.6,0.0,0.0,0.0,Spring,No Holiday,Yes,4
05/09/2018,1131,15,28.1,43.0,5.1,1929,14.3,2.65,0.0,0.0,Autumn,No Holiday,Yes,9
22/04/2018,842,13,20.5,35.0,1.1,2000,4.4,1.13,0.0,0.0,Spring,No Holiday,Yes,4
29/12/2017,574,18,3.6,62.0,1.4,389,-3.0,0.01,0.0,0.0,Winter,No Holiday,Yes,12
24/08/2018,286,10,26.171517985415502,77.0,2.2,2000,21.6,0.61,0.0,0.0,Summer,No Holiday,Yes,8
23/02/2018,184,10,2.2,83.0,0.8,221,-0.3,0.92,0.0,3.7,Winter,No Holiday,Yes,2
09/09/2018,835,1,18.8,54.0,1.2,2000,9.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,9
27/07/2018,1657,19,32.0,68.0,3.0,1286,25.3,0.38,0.0,0.0,Summer,No Holiday,Yes,7
12/12/2017,248,16,-6.0,29.0,2.8,1983,-21.2,0.58,0.0,0.0,Winter,No Holiday,Yes,12
20/08/2018,527,1,26.6,64.0,0.2,2000,19.2,0.0,0.0,0.0,Summer,No Holiday,Yes,8
30/10/2018,2074,18,8.4,52.0,2.433333333333333,2000,-0.9,0.03,0.0,0.0,Autumn,No Holiday,Yes,10
15/04/2018,102,6,5.6,85.0,1.2,769,3.2,0.0,0.0,0.0,Spring,No Holiday,Yes,4
16/05/2018,223,16,21.8,97.0,1.8,206,21.2,0.18,0.0,0.0,Spring,No Holiday,Yes,5
29/04/2018,307,7,9.9,59.0,0.7,1707,2.2,0.25,0.0,0.0,Spring,No Holiday,Yes,4
17/05/2018,26,22,20.2,98.0,0.5,468,19.8,0.0,6.0,0.0,Spring,No Holiday,Yes,5
05/02/2018,433,8,-11.928610102488804,40.0,2.8,2000,-22.4,0.02,0.0,0.0,Winter,No Holiday,Yes,2
22/04/2018,578,1,15.9,39.0,0.2,2000,1.9,0.0,0.0,0.0,Spring,No Holiday,Yes,4
24/12/2017,4,10,4.8,96.0,0.6,87,4.2,0.04,0.0,0.0,Winter,Holiday,Yes,12
10/12/2017,58,11,0.9,92.0,0.9,137,-0.2,0.03,0.0,3.9,Winter,No Holiday,Yes,12
04/05/2018,138,4,9.5,66.0,1.1,1737,3.4,0.0,0.0,0.0,Spring,No Holiday,Yes,5
13/09/2018,1448,7,20.5,69.0,1.4,2000,14.6,0.03,0.0,0.0,Autumn,No Holiday,Yes,9
03/03/2018,431,11,8.1,21.0,3.2000000000000006,1738,-12.9,2.15,0.0,0.0,Spring,No Holiday,Yes,3
05/06/2018,2615,19,25.5,43.0,3.1,1760,11.9,0.41,0.0,0.0,Summer,No Holiday,Yes,6
24/08/2018,45,5,24.6,88.0,1.5,1967,22.4,0.0,0.5,0.0,Summer,No Holiday,Yes,8
19/06/2018,3556,18,24.1,57.0,2.9,1301,15.0,0.56,0.0,0.0,Summer,No Holiday,Yes,6
02/01/2018,186,23,0.09780705774056209,35.0,2.3,2000,-17.0,0.0,0.0,0.0,Winter,No Holiday,Yes,1
26/06/2018,24,13,36.729817115421724,97.0,1.2,338,20.0,0.11,14.5,0.0,Summer,No Holiday,Yes,6
29/05/2018,204,4,19.8,60.0,1.9,1364,11.8,0.0,0.0,0.0,Spring,No Holiday,Yes,5
17/01/2018,55,4,3.0,68.0,0.5,322,-2.3,0.0,0.0,0.0,Winter,No Holiday,Yes,1
07/01/2018,192,0,-3.8,48.0,0.7,1574,-13.2,0.0,0.0,0.0,Winter,No Holiday,Yes,1
22/08/2018,760,14,36.2,36.0,1.5,1985,18.7,2.87,0.0,0.0,Summer,No Holiday,Yes,8
09/04/2018,623,23,9.6,43.0,1.2,1333,-2.3,0.0,0.0,0.0,Spring,No Holiday,Yes,4
21/08/2018,788,14,28.5,58.0,2.6,1965,19.4,1.93,0.0,0.0,Summer,No Holiday,Yes,8
31/12/2017,163,19,0.0,31.0,2.2,2000,-15.1,0.0,0.0,0.0,Winter,Holiday,Yes,12
08/01/2018,356,12,2.7,33.0,2.7,1281,-12.0,0.6,0.0,0.0,Winter,No Holiday,Yes,1
01/06/2018,2149,8,20.6,55.0,0.7,1200,11.2,1.21,0.0,0.0,Summer,No Holiday,Yes,6
09/06/2018,616,7,20.2,73.0,1.9333333333333336,708,15.1,0.41,0.0,0.0,Summer,No Holiday,Yes,6
27/03/2018,110,5,8.0,63.0,0.8,439,1.3,0.0,0.0,0.0,Spring,No Holiday,Yes,3
01/08/2018,531,15,39.3,37.0,2.3,1892,21.9,2.82,0.0,0.0,Summer,No Holiday,Yes,8
04/04/2018,1256,21,11.8,57.0,1.9,2000,3.5,0.0,0.0,0.0,Spring,No Holiday,Yes,4
04/02/2018,34,7,-12.4,54.0,2.5,1790,-19.8,0.0,0.0,0.0,Winter,No Holiday,Yes,2
28/02/2018,28,13,7.6,57.0,2.3,554,-0.3,0.33,0.0,0.0,Winter,No Holiday,Yes,2
24/10/2018,2612,18,15.1,53.0,1.0,2000,5.5,0.06,0.0,0.0,Autumn,No Holiday,Yes,10
09/05/2018,34,1,4.823426511600975,58.0,1.8666666666666665,2000,3.3,0.0,0.0,0.0,Spring,No Holiday,Yes,5
22/06/2018,710,6,19.056140181831513,83.0,0.6,448,15.2,0.06,0.0,0.0,Summer,No Holiday,Yes,6
12/09/2018,2443,19,25.4,50.0,0.6,2000,14.2,0.07,0.0,0.0,Autumn,No Holiday,Yes,9
24/04/2018,1580,19,23.954663938388524,37.0,1.2,2000,-1.1,0.12,0.0,0.0,Spring,No Holiday,Yes,4
22/02/2018,730,18,3.9,56.0,4.0,1004,-4.0,0.18,0.0,0.0,Winter,No Holiday,Yes,2
01/12/2017,600,19,0.0,77.0,1.7,2000,-3.5,0.0,0.0,0.0,Winter,No Holiday,Yes,12
20/01/2018,334,14,5.9,61.0,3.2,623,-1.0,0.52,0.0,0.0,Winter,No Holiday,Yes,1
12/05/2018,358,3,15.2,63.0,0.5,700,8.1,0.0,0.0,0.0,Spring,No Holiday,Yes,5
04/08/2018,901,17,34.3,48.0,3.4,2000,21.7,1.82,0.0,0.0,Summer,No Holiday,Yes,8
15/07/2018,810,13,31.4,53.0,3.2,1695,20.6,3.28,0.0,0.0,Summer,No Holiday,Yes,7
04/04/2018,22,3,14.3,97.0,1.2,228,13.8,0.0,7.0,0.0,Spring,No Holiday,Yes,4
24/04/2018,157,1,10.1,83.0,1.6,2000,7.3,0.0,0.0,0.0,Spring,No Holiday,Yes,4
27/11/2018,1033,17,11.1,72.0,2.3,277,6.2,0.12,0.0,0.0,Autumn,No Holiday,Yes,11
19/12/2017,213,22,-5.5,56.0,1.5,2000,-12.9,0.0,0.0,2.0,Winter,No Holiday,Yes,12
01/01/2018,230,1,0.28150679939847123,41.0,1.7666666666666666,2000,-14.7,0.0,0.0,0.0,Winter,Holiday,Yes,1
19/12/2017,151,10,-4.6,41.0,2.8,1815,-15.8,0.57,0.0,2.5,Winter,No Holiday,Yes,12
02/01/2018,304,21,-2.6,28.0,2.0,2000,-18.6,0.0,0.0,0.0,Winter,No Holiday,Yes,1
02/03/2018,71,2,19.8162825787076,52.0,1.2,1434,-13.6,0.0,0.0,0.0,Spring,No Holiday,Yes,3
21/03/2018,147,2,1.4,40.0,2.9,2000,-10.7,0.0,0.0,0.0,Spring,No Holiday,Yes,3
23/05/2018,34,2,15.0,97.0,2.5,236,14.5,0.0,3.0,0.0,Spring,No Holiday,Yes,5
26/03/2018,415,10,10.0,70.0,1.0,187,4.7,1.57,0.0,0.0,Spring,No Holiday,Yes,3
29/03/2018,109,4,12.8,81.0,0.2,418,9.6,0.0,0.0,0.0,Spring,No Holiday,Yes,3
05/03/2018,211,9,3.7,85.0,1.8,2000,1.4,0.17,0.0,0.0,Spring,No Holiday,Yes,3
29/04/2018,1814,14,21.6,28.0,3.3,1172,2.2,2.93,0.0,0.0,Spring,No Holiday,Yes,4
28/02/2018,11,18,3.6,90.0,2.1,845,2.1,0.0,9.5,0.0,Winter,No Holiday,Yes,2
04/04/2018,665,7,10.3,90.0,1.2,2000,8.7,0.01,0.0,0.0,Spring,No Holiday,Yes,4
29/04/2018,787,10,17.5,35.0,1.8,1570,1.8,2.26,0.0,0.0,Spring,No Holiday,Yes,4
12/10/2018,1440,20,11.8,53.0,1.5,2000,2.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,10
07/11/2018,639,0,11.9,74.0,1.6,287,7.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,11
12/09/2018,1066,13,26.8,45.0,1.6333333333333335,1984,13.8,2.6,0.0,0.0,Autumn,No Holiday,Yes,9
01/04/2018,453,1,11.7,74.0,0.5,979,7.2,0.0,0.0,0.0,Spring,No Holiday,Yes,4
15/02/2018,166,19,0.1,21.0,2.9,2000,-19.7,0.0,0.0,0.0,Winter,Holiday,Yes,2
02/12/2017,262,2,-2.9,86.0,1.5,1256,-4.9,0.0,0.0,0.0,Winter,No Holiday,Yes,12
22/05/2018,58,21,17.0,85.0,1.1,597,14.4,0.0,0.5,0.0,Spring,Holiday,Yes,5
16/04/2018,1049,7,5.0,67.0,1.0,1774,-0.6,0.18,0.0,0.0,Spring,No Holiday,Yes,4
12/11/2018,122,3,4.6,65.0,0.1,2000,-1.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,11
01/02/2018,459,8,-8.6,59.0,1.0,1948,-15.1,0.01,0.0,1.6,Winter,No Holiday,Yes,2
09/09/2018,1820,21,22.2,57.0,1.2,2000,13.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,9
26/04/2018,1123,14,21.6,28.0,3.1,1414,2.2,2.84,0.0,0.0,Spring,No Holiday,Yes,4
19/12/2017,199,9,-5.3,48.0,2.6,1810,-14.6,0.18,0.0,2.5,Winter,No Holiday,Yes,12
02/11/2018,1730,17,17.0,36.0,1.5,1672,1.8,0.47,0.0,0.0,Autumn,No Holiday,Yes,11
07/06/2018,2161,21,21.5,69.0,2.6,942,15.5,0.0,0.0,0.0,Summer,No Holiday,Yes,6
11/08/2018,266,4,27.4,69.0,1.0,2000,21.2,0.0,0.0,0.0,Summer,No Holiday,Yes,8
19/09/2018,0,5,19.3,73.0,0.9,1782,14.3,0.0,0.0,0.0,Autumn,No Holiday,No,9
29/07/2018,245,4,27.0,74.0,1.5,1816,21.9,0.0,0.0,0.0,Summer,No Holiday,Yes,7
17/03/2018,1514,15,13.2,23.0,2.8,1696,-7.5,2.52,0.0,0.0,Spring,No Holiday,Yes,3
07/05/2018,895,10,17.5,63.0,0.6,1916,10.3,0.96,0.0,0.0,Spring,No Holiday,Yes,5
03/08/2018,585,12,36.8,41.0,2.1,1759,21.3,2.53,0.0,0.0,Summer,No Holiday,Yes,8
17/01/2018,310,12,8.1,51.0,1.4,367,-1.4,0.75,0.0,0.0,Winter,No Holiday,Yes,1
04/10/2018,0,14,24.3,39.0,1.7,2000,9.4,2.18,0.0,0.0,Autumn,No Holiday,No,10
19/05/2018,2479,16,24.5,34.0,1.5,2000,7.5,2.54,0.0,0.0,Spring,No Holiday,Yes,5
21/03/2018,241,16,2.4,79.0,1.9,1995,-0.8,0.37,0.0,0.0,Spring,No Holiday,Yes,3
04/01/2018,310,21,-3.1,41.0,2.0,1742,-14.5,0.0,0.0,0.0,Winter,No Holiday,Yes,1
14/08/2018,2305,18,33.7,53.0,2.4,2000,22.7,0.78,0.0,0.0,Summer,No Holiday,Yes,8
30/06/2018,933,10,25.1,73.0,0.9,358,19.9,0.66,0.0,0.0,Summer,No Holiday,Yes,6
01/11/2018,1569,17,13.7,37.0,1.4,2000,-0.7,0.49,0.0,0.0,Autumn,No Holiday,Yes,11
27/01/2018,103,23,-7.6,42.0,1.2,1760,-18.3,0.0,0.0,0.0,Winter,No Holiday,Yes,1
31/01/2018,273,8,-3.6,83.0,1.7,915,-6.0,0.0,0.0,3.5,Winter,No Holiday,Yes,1
11/11/2018,832,15,10.2,58.0,2.0,573,2.2,0.29,0.0,0.0,Autumn,No Holiday,Yes,11
13/07/2018,1046,13,28.9,68.0,2.8,1934,22.3,1.55,0.0,0.0,Summer,No Holiday,Yes,7
09/11/2018,0,15,15.1,52.0,3.4,622,5.3,1.3,0.0,0.0,Autumn,No Holiday,No,11
13/01/2018,158,20,-3.9,78.0,1.1,596,-7.1,0.0,0.0,0.0,Winter,No Holiday,Yes,1
23/05/2018,1588,22,14.8,59.0,1.0,1740,6.8,0.0,0.0,0.0,Spring,No Holiday,Yes,5
22/07/2018,560,12,35.5,39.0,1.9,1803,19.4,3.05,0.0,0.0,Summer,No Holiday,Yes,7
12/09/2018,1234,9,20.8,48.0,1.1,2000,9.3,1.38,0.0,0.0,Autumn,No Holiday,Yes,9
03/12/2017,117,3,3.4,71.0,1.6,1011,-1.3,0.0,0.5,0.0,Winter,No Holiday,Yes,12
02/10/2018,0,0,13.0,72.0,1.8,1987,8.0,0.0,0.0,0.0,Autumn,No Holiday,No,10
30/10/2018,527,23,21.802030131285314,50.0,1.0,1988,-2.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,10
06/12/2017,440,9,-3.3,70.0,1.4000000000000001,1324,-7.9,0.25,0.0,0.2,Winter,No Holiday,Yes,12
15/08/2018,850,1,29.6,69.0,1.0999999999999999,1942,23.3,0.0,0.0,0.0,Summer,Holiday,Yes,8
30/11/2018,809,9,-0.4,57.0,0.6,1270,-7.8,0.45,0.0,0.0,Autumn,No Holiday,Yes,11
15/12/2017,247,23,-1.3,60.0,2.5,792,-8.0,0.0,0.0,0.0,Winter,No Holiday,Yes,12
16/11/2018,376,2,7.7,63.0,1.0,704,1.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,11
09/06/2018,1247,0,19.7,83.0,1.5,390,16.7,0.0,0.0,0.0,Summer,No Holiday,Yes,6
11/08/2018,355,6,26.5,69.0,0.8,2000,20.3,0.0,0.0,0.0,Summer,No Holiday,Yes,8
09/07/2018,48,20,20.3,95.0,0.8,1372,19.4,0.02,1.0,0.0,Summer,No Holiday,Yes,7
24/07/2018,610,10,32.4,54.0,0.9,1631,21.8,1.45,0.0,0.0,Summer,No Holiday,Yes,7
08/04/2018,494,10,6.3,39.0,2.8,2000,-6.6,1.55,0.0,0.0,Spring,No Holiday,Yes,4
02/03/2018,854,18,3.5,22.0,0.9,1961,-16.2,0.43,0.0,0.0,Spring,No Holiday,Yes,3
20/06/2018,336,5,19.1,83.0,2.0,457,16.1,0.0,0.0,0.0,Summer,No Holiday,Yes,6
17/01/2018,75,3,-6.077263364003887,67.0,0.8,297,-2.5,0.0,0.0,0.0,Winter,No Holiday,Yes,1
17/06/2018,953,10,23.0,66.0,1.1,516,16.2,0.83,0.0,0.0,Summer,No Holiday,Yes,6
22/08/2018,700,10,30.2,52.0,1.4,1923,19.2,2.13,0.0,0.0,Summer,No Holiday,Yes,8
20/08/2018,766,11,26.22076524211485,45.0,1.7999999999999998,1810,17.8,2.72,0.0,0.0,Summer,No Holiday,Yes,8
13/04/2018,741,10,15.7,18.0,3.0666666666666664,1980,-8.6,1.66,0.0,0.0,Spring,No Holiday,Yes,4
23/01/2018,248,19,-12.0,47.0,3.2,2000,-21.0,0.0,0.0,0.9,Winter,No Holiday,Yes,1
12/08/2018,707,23,34.08008272797659,81.0,0.4,1586,25.1,0.0,0.0,0.0,Summer,No Holiday,Yes,8
22/04/2018,12,20,13.3,80.0,1.8,821,9.9,0.0,1.5,0.0,Spring,No Holiday,Yes,4
07/09/2018,1346,7,20.3,74.0,1.8,1372,15.5,0.07,0.0,0.0,Autumn,No Holiday,Yes,9
26/06/2018,53,8,20.8,94.0,1.0,159,19.7,0.05,3.5,0.0,Summer,No Holiday,Yes,6
08/06/2018,525,2,18.6,84.0,2.5,619,15.8,0.0,0.0,0.0,Summer,No Holiday,Yes,6
29/12/2017,210,2,0.5,63.0,1.0,691,-5.7,0.0,0.0,0.0,Winter,No Holiday,Yes,12
21/12/2017,132,2,-2.2,88.0,1.4,348,-3.9,0.0,0.0,2.2,Winter,No Holiday,Yes,12
31/08/2018,794,10,25.5,53.0,2.3,1843,15.2,1.81,0.0,0.0,Summer,No Holiday,Yes,8
07/10/2018,1188,11,19.1,56.0,1.9666666666666668,1802,10.1,2.15,0.0,0.0,Autumn,No Holiday,Yes,10
27/07/2018,647,6,27.2,85.0,0.1,702,24.4,0.02,0.0,0.0,Summer,No Holiday,Yes,7
03/08/2018,675,1,31.7,68.0,0.3,1103,25.0,0.0,0.0,0.0,Summer,No Holiday,Yes,8
08/10/2018,943,10,15.0,44.0,0.5,1839,2.8,1.48,0.0,0.0,Autumn,No Holiday,Yes,10
17/11/2018,1031,17,7.7,34.0,2.6,2000,-7.2,0.13,0.0,0.0,Autumn,No Holiday,Yes,11
11/11/2018,758,13,21.25085516928252,70.0,1.7,360,4.5,0.33,0.0,0.0,Autumn,No Holiday,Yes,11
27/11/2018,140,5,13.009370540598576,84.0,0.6,315,1.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,11
19/11/2018,651,10,7.5,53.0,0.8,909,-1.4,1.0,0.0,0.0,Autumn,No Holiday,Yes,11
29/12/2017,317,11,3.1,62.0,1.1,517,-3.4,0.29,0.0,0.0,Winter,No Holiday,Yes,12
10/07/2018,373,23,24.9,87.0,0.5,658,22.5,0.0,0.0,0.0,Summer,No Holiday,Yes,7
26/12/2017,120,6,-2.8,73.0,0.7,1906,-6.9,0.0,0.0,0.0,Winter,No Holiday,Yes,12
26/07/2018,1394,17,33.1,59.0,2.9,1038,24.0,1.14,0.0,0.0,Summer,No Holiday,Yes,7
22/08/2018,1025,0,25.1,79.0,0.5,1891,21.1,0.0,0.0,0.0,Summer,No Holiday,Yes,8
07/04/2018,919,14,11.814611920722275,24.0,4.7,1914,-11.3,2.99,0.0,0.0,Spring,No Holiday,Yes,4
01/11/2018,584,0,5.7,62.0,2.3,1909,-1.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,11
05/09/2018,2177,20,24.5,64.0,2.0,2000,17.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,9
25/12/2017,133,10,2.673521647993896,35.0,3.7,1937,-16.9,0.57,0.0,0.0,Winter,Holiday,Yes,12
15/09/2018,1566,22,23.1,79.0,0.6,1891,19.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,9
11/07/2018,827,8,25.1,97.0,0.8,490,24.5,0.26,0.0,0.0,Summer,No Holiday,Yes,7
21/01/2018,295,18,2.5,24.0,2.0,2000,-16.0,0.02,0.0,0.0,Winter,No Holiday,Yes,1
03/08/2018,1517,20,32.2,58.0,1.9,1673,22.8,0.02,0.0,0.0,Summer,No Holiday,Yes,8
18/01/2018,307,13,3.5,54.0,3.2,463,-4.9,0.68,0.0,0.0,Winter,No Holiday,Yes,1
20/07/2018,267,4,25.1,83.0,0.0,1253,22.0,0.0,0.0,0.0,Summer,No Holiday,Yes,7
11/08/2018,1469,20,32.8,47.0,2.1,2000,19.9,0.01,0.0,0.0,Summer,No Holiday,Yes,8
18/07/2018,266,4,24.3,83.0,0.7,621,21.2,0.0,0.0,0.0,Summer,No Holiday,Yes,7
10/07/2018,971,22,25.0,86.0,0.5,796,22.4,0.0,0.0,0.0,Summer,No Holiday,Yes,7
09/10/2018,0,3,11.0,66.0,0.9,2000,4.8,0.0,0.0,0.0,Autumn,Holiday,No,10
16/04/2018,1498,20,12.1,35.0,2.4,1954,-2.9,0.0,0.0,0.0,Spring,No Holiday,Yes,4
12/10/2018,412,6,5.8,67.0,1.1,2000,0.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,10
17/01/2018,313,22,2.8,74.0,0.5,309,-1.3,0.0,0.0,0.0,Winter,No Holiday,Yes,1
12/07/2018,231,5,25.9,91.0,0.4,872,24.3,0.0,0.5,0.0,Summer,No Holiday,Yes,7
21/01/2018,170,23,-0.4,32.0,1.6666666666666667,2000,-15.1,0.0,0.0,0.0,Winter,No Holiday,Yes,1
13/01/2018,131,23,-4.4,81.0,0.7,420,-7.1,0.0,0.0,0.0,Winter,No Holiday,Yes,1
26/07/2018,355,3,27.7,76.0,0.2,1376,23.0,0.0,0.0,0.0,Summer,No Holiday,Yes,7
21/02/2018,469,17,3.1,14.0,3.7,2000,-21.9,1.0,0.0,0.0,Winter,No Holiday,Yes,2
12/08/2018,483,10,31.6,51.0,2.3,1969,20.2,2.3,0.0,0.0,Summer,No Holiday,Yes,8
29/08/2018,490,14,26.8,77.0,3.5,1965,22.4,0.11,0.0,0.0,Summer,No Holiday,Yes,8
16/06/2018,277,5,16.6,65.0,1.2,2000,9.9,0.0,0.0,0.0,Summer,No Holiday,Yes,6
28/07/2018,863,17,28.2,83.0,1.3,1099,25.0,0.11,0.0,0.0,Summer,No Holiday,Yes,7
13/08/2018,196,3,20.00630935430727,88.0,0.5,833,25.5,0.0,0.0,0.0,Summer,No Holiday,Yes,8
21/11/2018,474,14,6.7,47.0,2.4,2000,-3.8,0.42,0.0,0.0,Autumn,No Holiday,Yes,11
02/11/2018,1906,8,4.7,72.0,2.1999999999999997,1306,0.0,0.12,0.0,0.0,Autumn,No Holiday,Yes,11
06/02/2018,40,5,-12.3,37.0,2.9,2000,-24.0,0.0,0.0,0.0,Winter,No Holiday,Yes,2
04/09/2018,3166,18,26.8,53.0,2.6,2000,16.4,0.8,0.0,0.0,Autumn,No Holiday,Yes,9
04/03/2018,396,16,11.7,82.0,1.1,753,8.7,0.32,0.0,0.0,Spring,No Holiday,Yes,3
24/11/2018,114,11,1.2,97.0,2.3,975,0.7,0.07,0.0,8.8,Autumn,No Holiday,Yes,11
10/04/2018,1153,19,19.2,55.0,5.8,2000,9.9,0.01,0.0,0.0,Spring,No Holiday,Yes,4
07/03/2018,587,20,8.5,46.0,2.3,1977,-2.4,0.0,0.0,0.0,Spring,No Holiday,Yes,3
03/09/2018,532,14,25.6,77.0,0.8,1930,21.2,0.78,0.0,0.0,Autumn,No Holiday,Yes,9
01/12/2017,484,16,1.2,54.0,1.8666666666666665,793,-7.0,0.24,0.0,0.0,Winter,No Holiday,Yes,12
29/10/2018,1070,7,4.6,76.0,0.7,2000,0.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,10
16/07/2018,1285,23,26.6,75.0,1.5,1996,21.7,0.0,0.0,0.0,Summer,No Holiday,Yes,7
27/06/2018,110,4,19.2,97.0,1.0,217,18.7,0.0,0.5,0.0,Summer,No Holiday,Yes,6
21/01/2018,237,21,-0.1,29.0,0.5,2000,-16.0,0.0,0.0,0.0,Winter,No Holiday,Yes,1
19/08/2018,844,1,25.0,57.0,0.9,2000,15.8,0.0,0.0,0.0,Summer,No Holiday,Yes,8
15/01/2018,230,23,2.4,63.0,0.6,443,-3.9,0.0,0.0,0.0,Winter,No Holiday,Yes,1
01/04/2018,96,5,12.3,65.0,0.8666666666666666,1085,5.8,0.0,0.0,0.0,Spring,No Holiday,Yes,4
22/09/2018,1502,21,19.4,55.0,0.8,2000,10.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,9
24/09/2018,1433,16,22.0,31.0,2.7,2000,4.0,1.87,0.0,0.0,Autumn,Holiday,Yes,9
09/03/2018,718,19,5.4,60.0,3.9,990,-1.7,0.02,0.0,0.0,Spring,No Holiday,Yes,3
